啊	a_
茶饭	iafj
查房	iafh
茶馆	iagr
查岗	iagh
查过	iago
茶垢	iagz
插好	iahc
茶会	iahv
查核	iahe
查获	iaho
茶壶	iahu
插话	iahx
查出	iaiu
查查	iaia
查抄	iaic
叉车	iaie
差池	iaii
差劲	iajb
茶几	iaji
插件	iajm
察觉	iajt
差距	iaju
差价	iajx
查考	iakc
岔开	iakd
查看	iakj
插孔	iaks
插口	iakz
差了	iale
尘埃落定	iald
岔路	ialu
茶楼	ialz
查明	iamk
茶农	ians
刹那	iana
差评	iapk
查票	iapn
插排	iapd
查清	iaqk
岔气	iaqi
差钱	iaqm
插曲	iaqu
插入	iaru
茶色	iase
插头	iatz
垞	iatq
插图	iatu
茶汤	iath
查杀	iaua
叉烧	iauc
插上	iauh
茶社	iaue
查实	iaui
茶树	iauu
茶水	iauv
查收	iauz
查找	iavc
查证	iavg
查账	iavh
茶轴	iavz
查问	iawf
茶碗	iawj
插销	iaxn
插线	iaxm
差些	iaxp
插叙	iaxu
查下	iaxx
查询	iaxy
叉腰	iayc
茶叶	iaye
插秧	iayh
差异	iayi
查验	iayj
茶园	iayr
查阅	iayt
插在	iazd
叉子	iazi
插座	iazo
插足	iazu
插嘴	iazv
除暴安良	ibal
差不多	ibdo
差不多了	ibdl
成败得失	ibdu
吃不到葡萄说葡萄酸	ibds
吃不惯	ibgr
长臂管辖	ibgx
喘不过气	ibgq
丑八怪	ibgk
吃饱喝足	ibhz
吃不饱穿不暖	ibbn
常备不懈	ibbx
吃不吃	ibii
吃不开	ibkd
臭不可闻	ibkw
吃饱了	ible
唱白脸	iblm
储备粮	ibll
吃饱了撑的	ibld
吃饱了撑着	iblv
成不了气候	iblh
秤不离砣	iblt
吃不了兜着走	iblz
吃闭门羹	ibmg
出不去	ibqu
差不太多	ibtd
出版社	ibue
长白山	ibuj
成百上千	ibuq
赤膊上阵	ibuv
撑不住	ibvu
沉不住气	ibvq
吃不下	ibxx
吃不消	ibxn
吃不下去	ibxq
吃不下饭	ibxf
成败在此一举	ibzj
超薄	icbo
朝拜	icbd
抄本	icbf
超编	icbm
超标	icbn
朝北	icbw
炒菜	iccd
超大	icda
超导	icdc
朝代	icdd
抄底	icdi
炒掉	icdn
朝东	icds
超度	icdu
超跌	icdp
春蚕到死丝方尽	icdj
超额	icee
嘲讽	icfg
炒饭	icfj
朝服	icfu
超过	icgo
朝纲	icgh
朝贡	icgs
超高	icgc
炒股	icgu
潮红	ichs
朝会	ichv
炒货	icho
朝后	ichz
超出	iciu
超车	icie
超常	icih
超级	icji
朝见	icjm
超绝	icjt
吵架	icjx
重操旧业	icjy
趁此机会	icjh
超快	ickk
陈词滥调	icld
炒了	icle
超龄	iclk
潮流	iclq
抄录	iclu
超卖	icm_
超买	icmd
炒米	icmi
炒面	icmm
吵闹	icnc
朝南	icnj
嘲弄	icns
钞票	icpn
超频	icpb
超前	icqm
超强	icql
超期	icqi
超群	icqy
超人	icrf
吵嚷	icrh
超然	icrj
抄送	icss
超速	icsu
朝廷	ictk
朝天	ictm
超脱	icto
超生	icug
朝上	icuh
超市	icui
超爽	icul
潮水	icuv
朝着	icve
超支	icvi
朝政	icvg
超卓	icvo
超重	icvs
除此之外	icvw
潮州	icvz
朝外	icwd
抄袭	icxi
吵醒	icxk
朝向	icxl
朝鲜	icxm
嘲笑	icxn
抄写	icxp
巢穴	icxt
朝下	icxx
潮汛	icxy
出此下策	icxc
超越	icyt
朝野	icye
超员	icyr
潮涌	icys
朝阳	icyh
吃错药	icyc
吃错药了	icyl
长此以往	icyw
炒作	iczo
超载	iczd
吵嘴	iczv
抄报	icbc
拆东补西	idbx
柴草	idcc
茝	idc_
尺短寸长	idci
柴刀	iddc
沉甸甸	iddm
拆单	iddj
拆掉	iddn
抽刀断水	iddu
拆分	idff
拆法	idfa
拆封	idfg
重蹈覆辙	idfv
臭豆腐	idfu
拆毁	idhv
柴火	idho
拆除	idiu
拆成	idig
拆穿	idir
唱独角戏	idjx
闯荡江湖	idjh
船到江心补漏迟	idji
拆建	idjm
赤道几内亚	idjy
吃得开	idk_
拆开	idkd
吃多了	idl_
拆了	idle
豺狼	idlh
差旅	idlv
充电器	idqi
拆迁	idqm
拆东墙，补西墙	idqq
船到桥头自然直	idqv
超短裙	idqy
差人	idrf
拆散	idsj
拆台	idtd
吹得天花乱坠	idtv
唱对台戏	idtx
成都市	idu_
差事	idui
传道授业	iduy
车到山前必有路	idul
拆装	idvl
沉得住气	idvq
赤胆忠心	idvx
唱大戏	idx_
拆信	idxb
拆洗	idxi
拆线	idxm
拆卸	idxp
拆下	idxx
吃得消	idxn
柴油	idyz
差役	idyi
拆字	idzi
迟到早退	idzt
撤案	iean
撤兵	iebk
充耳不闻	iebw
车次	ieci
车道	iedc
车灯	iedg
彻底	iedi
扯淡	iedj
车顶	iedk
扯断	iedr
扯动	ieds
车队	iedv
出尔反尔	iefe
撤防	iefh
车夫	iefu
车费	iefw
彻骨	iegu
撤回	iehv
车祸	ieho
车号	iehc
撤换	iehr
车后	iehz
彻查	ieia
车臣	ieif
车程	ieig
车窗	ieil
车船	ieir
扯出	ieiu
车间	iejm
车技	ieji
车距	ieju
撤军	iejy
车库	ieku
扯开	iekd
车况	iekl
车辆	iell
车龄	ielk
撤了	iele
撤离	ieli
车流	ielq
车轮	iely
车裂	ielp
车门	iemf
车马	iema
车内	ienw
车牌	iepd
车棚	iepg
扯皮	iepi
扯平	iepk
车票	iepn
车钱	ieqm
撤诉	ies_
车速	iesu
车胎	ietd
撤退	ietv
车头	ietz
车身	ieuf
车上	ieuh
车市	ieui
车手	ieuz
车展	iev_
车闸	ieva
撤职	ievi
车辙	ieve
车站	ievj
车主	ievu
掣肘	ievz
车位	ieww
除恶务尽	iewj
彻悟	iewu
撤销	iexn
车型	iexk
车厢	iexl
车险	iexm
撤下	iexx
彻夜	ieye
扯远	ieyr
惩恶扬善	ieyu
车子	iezi
车载	iezd
撤走	iezz
尘埃	ifai
晨报	ifbc
茶饭不思	ifbs
陈醋	ifcu
出发点	ifd2
沉底	ifdi
沉淀	ifdm
春风得意	ifdy
唱反调	ifdn
尘封	iffg
沉浮	iffu
春风拂面	iffm
晨光	ifgl
尘垢	ifgz
嗔怪	ifgk
陈规	ifgv
晨会	ifhv
陈货	ifho
晨昏	ifhy
超负荷	ifhe
沉沉	ifif
沉船	ifir
春风吹又生	ifiu
陈旧	ifjq
沉浸	ifjb
趁机	ifji
沉静	ifjk
除非己莫为	ifjw
衬裤	ifku
吃饭了	ifle
晨练	iflm
陈列	iflp
沉沦	ifly
车匪路霸	iflb
臣民	ifmb
沉闷	ifmf
沉迷	ifmi
沉默	ifmo
沉湎	ifmm
沉溺	ifni
陈酿	ifnl
陈年	ifnm
嗔怒	ifnu
嘲风弄月	ifny
晨跑	ifpc
陈皮	ifpi
乘风破浪	ifpl
长风破浪会有时	ifpu
吃饭去	ifq_
吃饭去了	ifql
衬裙	ifqy
臣妾	ifqp
晨曲	ifqu
趁热	ifre
沉入	ifru
沉思	ifsi
陈诉	ifsu
衬托	ifto
沉痛	ifts
尘土	iftu
出风头	iftz
陈设	ifue
尘世	ifui
衬衫	ifuj
陈说	ifuo
陈述	ifuu
沉睡	ifuv
充分说明	ifum
趁手	ifuz
沉渣	ifva
趁着	ifve
称职	ifvi
沉着	ifvo
沉重	ifvs
沉稳	ifwf
长方形	ifxk
称心	ifxb
晨曦	ifxi
沉吟	ifyb
春风一度	ifyd
乘风扬帆	ifyf
衬衣	ifyi
尘缘	ifyr
趁早	ifzc
臣子	ifzi
沉醉	ifzv
诚挚	igvi
常规战争	igvv
城堡	igb_
称霸	igba
城邦	igbh
承包	igbc
成败	igbd
成本	igbf
承办	igbj
称病	igbk
成倍	igbw
成才	igcd
称道	igdc
唱高调	igdn
称孤道寡	igdg
承当	igdh
称帝	igdi
承担	igdj
长歌当哭	igdk
成都	igdu
成对	igdv
承德	igde
惩罚	igfa
成分	igff
盛饭	igfj
城防	igfh
成佛	igfo
城府	igfu
成果斐然	igfr
成功	iggs
庱	iggw
成果	iggo
城管	iggr
承购	iggz
撑杆	iggj
称号	ighc
橙黄	ighl
成活	igho
承欢	ighr
橙红	ighs
称呼	ighu
成婚	ighy
乘车	igie
称臣	igif
城池	igii
乘船	igir
惩处	igiu
成绩	igji
城建	igjm
成交	igjn
承接	igjp
成就	igjq
成家	igjx
撑开	igkd
乘客	igke
诚恳	igkf
程控	igks
成了	igle
成立	igli
承揽	iglj
乘凉	igll
成龙	igls
城楼	iglz
成功率	iglv
陈规陋习	iglx
车轱辘话	iglh
城门	igmf
承蒙	igmg
盛满	igmj
成名	igmk
春光明媚	igmm
承诺	igno
逞能	igng
成年	ignm
城内	ignw
成品	igpb
成批	igpi
成片	igpm
撑破	igpo
成亲	igqb
撑起	igqi
澄清	igqk
城墙	igql
成全	igqr
城区	igqu
成群	igqy
承认	igrf
偁	igrr
承让	igrh
诚然	igrj
诚如	igru
车管所	igso
橙色	igse
撑死	igsi
称颂	igss
撑伞	igsj
成套	igtc
成天	igtm
秤砣	igto
城头	igtz
诚实	igu_
乘胜	igug
城市	igui
成双	igul
成熟	iguu
承受	iguz
诚招	igvc
撑着	igve
城镇	igvf
诚征	igvg
成长	igvh
承重	igvs
撑住	igvu
城外	igwd
成文	igwf
称王	igwh
乘务	igwu
称为	igww
诚信	igx_
诚心	igxb
承袭	igxi
成型	igxk
城乡	igxl
呈现	igxm
成效	igxn
称谢	igxp
称雄	igxs
程序	igxu
城下	igxx
成因	igyb
撑腰	igyc
诚意	igyi
成员	igyr
成语	igyu
承运	igyy
重归于好	igyh
春光旖旎	igyn
承载	igzd
橙子	igzi
称赞	igzj
乘坐	igzo
承租	igzu
陈谷子烂芝麻	igzm
长安	ihan
常备	ihbw
唱本	ihbf
场次	ihci
长存	ihcy
尝到	ihd_
长达	ihda
倡导	ihdc
常德	ihde
长凳	ihdg
场地	ihdi
趁火打劫	ihdj
长短	ihdr
长度	ihdu
嫦娥	ihee
长发	ihfa
肠粉	ihff
厂房	ihfh
常犯	ihfj
偿付	ihfu
常规	ihgv
唱歌	ihge
场馆	ihgr
唱功	ihgs
长棍	ihgy
茶话会	ihhv
场合	ihhe
偿还	ihhr
长虹	ihhs
楚河汉界	ihhj
唇红齿白	ihib
长城	ihig
常常	ihih
诚惶诚恐	ihik
长处	ihiu
长春	ihiy
常见	ihjm
场景	ihjk
长江	ihjl
长街	ihjp
长久	ihjq
长卷	ihjr
猖獗	ihjt
长句	ihju
厂家	ihjx
娼妓	ihji
敞开	ihkd
常客	ihke
畅快	ihkk
长款	ihkr
猖狂	ihkl
长空	ihks
长裤	ihku
敞口	ihkz
常理	ihl_
常来	ihld
长廊	ihlh
厂里	ihli
敞亮	ihll
春花烂漫	ihlm
蠢话连篇	ihlp
春寒料峭	ihlq
吃喝拉撒	ihls
长毛	ihmc
偿命	ihmk
场面	ihmm
常年	ihnm
场内	ihnw
长篇	ihp_
长跑	ihpc
唱片	ihpm
唱票	ihpn
敞篷	ihpg
吃喝嫖赌	ihpd
长期	ihqi
长青	ihqk
长拳	ihqr
常去	ihqu
长裙	ihqy
常人	ihrf
怅然	ihrj
车毁人亡	ihrw
场所	ihso
常态	ihtd
畅谈	ihtj
冲昏头脑	ihtn
畅通	ihts
成何体统	ihtt
长途	ihtu
长沙	ihua
常设	ihue
长生	ihug
厂商	ihuh
尝试	ihui
常说	ihuo
丑话说在前头	ihut
常熟	ihuu
畅顺	ihuy
长寿	ihuz
厂长	ihvh
偿债	ihvd
唱着	ihve
长征	ihvg
厂址	ihvi
吹灰之力	ihvl
常驻	ihvu
窗户纸一点就破	ihvp
常委	ihw_
场外	ihwd
常温	ihwf
怅惘	ihwh
吃喝玩乐	ihwl
常务	ihwu
肠胃	ihww
畅想	ihxl
长线	ihxm
畅销	ihxn
长靴	ihxt
畅叙	ihxu
长袖	ihxq
超乎想象	ihxx
畅饮	ihyb
长夜	ihye
徜徉	ihyh
倡议	ihyi
常言	ihyj
畅游	ihyz
出乎意料	ihyl
长远	ihyr
常用	ihys
长于	ihyu
场子	ihz_
厂子	ihzi
吹胡子瞪眼	ihzy
长足	ihzu
吃吧	iiba
吃饱	iibc
翅膀	iibh
赤壁	iibi
愁肠百结	iibj
赤膊	iibo
踌躇不前	iibq
吃草	iicc
吃菜	iicd
持仓	iich
吃醋	iicu
尺寸	iicy
迟到	iidc
痴呆	iidd
吃定	iidk
吃点	iidm
吃掉	iidn
褫夺	iido
楚楚动人	iidr
尺度	iidu
迟钝	iidy
吃饭	iifj
吃光	iigl
吃过	iigo
持股	iigu
吃好	iihc
吃喝	iihe
吃货	iiho
吃吃喝喝	iihh
迟缓	iihr
赤红	iihs
吃荤	iihy
赤橙黄绿青蓝紫	iihz
驰骋	iiig
迟迟	iiii
吃穿	iiir
吃茶	iiia
持久	iijq
吃紧	iijb
驰骋疆场	iiji
长长久久	iijj
吃惊	iijk
赤脚	iijn
持家	iijx
重出江湖	iijh
持卡	iika
楚楚可怜	iikl
吃苦	iiku
吃亏	iikv
迟了	iil_
迟来	iild
吃了	iile
齿冷	iilg
吃力	iili
赤裸	iilo
哧溜	iilq
嗤啦	iila
齿轮	iily
尺码	iima
痴迷	iimi
驰名	iimk
初出茅庐	iiml
缠缠绵绵	iimm
迟暮	iimu
踌躇满志	iimv
吃奶	iind
插翅难飞	iinf
称臣纳贡	iing
吵吵闹闹	iinn
插翅难逃	iint
持平	iipk
处处碰壁	iipb
传出去	iiqu
痴情	iiqk
持枪	iiql
炽热	iire
吃人	iirf
吵吵嚷嚷	iirr
耻辱	iiru
吃肉	iirz
吃素	iisu
𫄨	iisj
池塘	iith
吃透	iitz
赤身	iiuf
吃屎	iiui
赤手	iiuz
叱咤	iiva
唇齿之邦	iivb
吃斋	iivd
吃着	iive
迟滞	iivi
持重	iivs
吃住	iivu
吃准	iivy
吃穿住行	iivx
吃完	iiwj
迟误	iiwu
颤颤巍巍	iiww
尝尝鲜	iixm
瓻	iixw
痴心	iixb
耻笑	iixn
持续	iixu
吃些	iixp
吃香	iixl
吃下	iixx
唇齿相依	iixy
持有	iiyz
吃药	iiyc
蠢蠢欲动	iiyd
迟疑	iiyi
迟延	iiyj
驰援	iiyr
绰绰有余	iiyy
迟早	iizc
斥责	iize
尺子	iizi
赤足	iizu
传家宝	ijbc
除旧布新	ijbx
出简不出全	ijbq
产地	ijdi
颤动	ijds
颤抖	ijdz
超级大国	ijdg
穿金戴银	ijdy
阐发	ijfa
产房	ijfh
搀扶	ijfu
成就感	ijgj
馋鬼	ijgv
初具规模	ijgm
廛	ijgt
韂	ijgk
楚界汉河	ijhh
长江后浪推前浪	ijhl
掺和	ijho
忏悔	ijhv
产后	ijhz
潺潺	ijij
产出	ijiu
铲车	ijie
初见成效	ijix
禅机	ijji
缠结	ijjp
婵娟	ijjr
产假	ijjx
产科	ijke
春节快乐	ijkl
吃尽苦头	ijkt
长颈鹿	ijlu
觇	ijle
产量	ijll
蝉联	ijlm
产卵	ijlr
掣襟露肘	ijlv
成家立业	ijly
馋猫	ijmc
阐明	ijmk
缠绵	ijmm
谄媚	ijmw
产能	ijng
产品	ijpb
铲平	ijpk
船坚炮利	ijpl
产权	ijqr
产期	ijqi
产前	ijqm
产区	ijqu
缠绕	ijrc
儳	ijrd
孱弱	ijro
出将入相	ijrx
成吉思汗	ijsh
长镜头	ijtz
重见天日	ijtr
创巨痛深	ijtu
蝉蜕	ijtv
缠身	ijuf
产生	ijug
阐释	ijui
触景生情	ijuq
阐述	ijuu
掺水	ijuv
持久战	ijv_
缠着	ijve
禅杖	ijvh
产值	ijvi
长久之计	ijvj
产物	ijwu
产销	ijxn
颤音	ijyb
产业	ijye
谗言	ijyj
产于	ijyu
除旧迎新	ijyx
掺杂	ijza
产自	ijzi
缠足	ijzu
馋嘴	ijzv
触控板	ikbj
揣测	ikce
揣度	ikdo
插科打诨	ikdh
冲口而出	ikei
出口成章	ikiv
揣摩	ikmo
吃苦耐劳	iknl
喘口气	ikqi
创可贴	iktp
出口伤人	ikur
揣进	ikjb
吹糠见米	ikjm
敞开心扉	ikxf
吃糠咽菜	ikyc
吃亏在眼前	ikzq
疮疤	ilba
出类拔萃	ilbc
查漏补缺	ilbq
吃了豹子胆	ilbd
吃力不讨好	ilbh
创办	ilbj
床边	ilbm
吃粮不管事	ilbu
川流不息	ilbx
闯荡	ildh
豺狼当道	ildd
吃了大亏	ildk
床单	ildj
床垫	ildm
重峦叠嶂	ildv
差旅费	ilfw
初露锋芒	ilfm
出离愤怒	ilfn
闯过	ilgo
闯关	ilgr
吃了个饭	ilgf
窗户	ilhu
闯祸	ilho
创汇	ilhv
豺狼虎豹	ilhb
查了查	ilia
尝了尝	ilih
闯进	iljb
创建	iljm
床脚	iljn
创举	ilju
窗口	ilkz
创刊	ilkj
乘龙快婿	ilkx
出了口气	ilkq
赤裸裸	illo
创立	illi
窗棂	illk
窗帘	illm
创面	ilmm
出了名的	ilmd
处理品	ilpb
触类旁通	ilpt
床铺	ilpu
吃里扒外	ilpw
处理器	ilqi
窗前	ilqm
吃了枪子	ilqz
春兰秋菊	ilqj
怆然	ilrj
闯入	ilru
床头	iltz
床榻	ilta
窗台	iltd
创痛	ilts
垂帘听政	iltv
吹拉弹唱	ilti
床上	ilu_
创设	ilue
创伤	iluh
创始	ilui
创收	iluz
车轮战	ilvj
床罩	ilvc
初来乍到	ilvd
创制	ilvi
窗外	ilwd
床位	ilww
创新	ilxb
创下	ilxx
吃了熊心豹子胆	ilxd
创意	ilyi
创业	ilye
吵了一架	ilyj
出了一口气	ilyq
创优	ilyz
创造	ilzc
窗子	ilzi
创作	ilzo
沉默不语	imby
出毛病了	imbl
长命百岁	imbs
愁眉不展	imbv
崇明岛	imdc
缠绵悱恻	imfc
沉默寡言	imgy
承蒙关照	imgv
出谋划策	imhc
窗明几净	imjj
沉湎酒色	imjs
瞠目结舌	imju
触目惊心	imjx
愁眉苦脸	imkl
车马劳顿	imld
程门立雪	imlx
愁眉泪眼	imly
重命名	immk
触摸屏	impk
触摸式	imui
吹毛求疵	imqc
臣门如市	imru
城门失火	imuh
城门失火，殃及池鱼	imuy
沉默是金	imuj
充满着	imve
迟暮之年	imvn
臭名昭著	imvv
查明真相	imvx
驰名中外	imvw
出没无常	imwi
春梦无痕	imwh
魑魅魍魉	imwl
出谋献策	imxc
沉迷于	imyu
柴米油盐	imyy
柴米油盐酱醋茶	imyi
出门在外	imzw
吹牛不打草稿	inbg
传男不传女	inbn
吃奶的劲	indj
春暖花开	inhk
陈年旧事	inju
陈年旧账	injv
超能力	inli
吃腻了	inle
陈年老酒	inlj
长年累月	inly
处女膜	inmo
吹牛皮	inpi
成年人	inrf
刹那之间	invj
痴男怨女	inyn
处女作	inz_
处女座	inzo
常年在外	inzw
辍笔	iobi
绰号	iohc
戳穿	ioir
戳记	ioji
戳破	iopo
啜泣	ioqi
戳入	ioru
辍学	ioxt
绰约	ioyt
长篇大论	ipdl
IP地址	ipdv
长篇小说	ipxu
长篇累牍	ipld
乘其不备	iqbb
春秋笔法	iqbf
惩前毖后	iqbh
出其不意	iqby
春秋鼎盛	iqdu
重启电脑	iqdn
锄强扶弱	iqfr
茶前饭后	iqfh
臭气冲天	iqit
潮起潮落	iqil
成群结队	iqjd
出去了	iqle
充其量	iqll
重起炉灶	iqlz
陈腔滥调	iqld
承前启后	iqqh
春去秋来	iqql
差强人意	iqry
出气筒	iqts
重庆市	iqui
唇枪舌剑	iquj
成千上万	iquw
春秋战国	iqvg
长驱直入	iqvr
出奇制胜	iqvu
出去玩	iqwj
除却巫山不是云	iqwy
臭气熏天	iqxt
长期以来	iqyl
出去一趟	iqyt
出去一下	iqyx
出去走走	iqzz
穿帮	irbh
传染病	irbk
宠辱不惊	irbj
传遍	irbm
传播	irbo
吃人不吐骨头	irbt
川贝	irbw
吃软不吃硬	irby
成人不自在	irbz
川菜	ircd
船舱	irch
穿刺	irci
传道	ird_
传达	irda
传导	irdc
穿戴	irdd
传递	irdi
传单	irdj
趁热打铁	irdt
船队	irdv
传动	irds
吃软饭	irf_
船夫	irfu
船帆	irfj
穿过	irgo
串供	irgs
传给	irgw
穿好	irhc
串行	irhh
传唤	irhr
传呼	irhu
传话	irhx
传出	iriu
串场	irih
穿插	iria
传抄	iric
传承	irig
串串	irir
船桨	irjl
传教	irjn
川剧	irju
吃人家的嘴短	irjd
吃人家饭，受人家管	irjg
传开	irkd
串口	irkz
传来	irld
传令	irlk
串联	irlm
常任理事国	irlg
串门	irmf
传媒	irmw
船票	irpn
穿破	irpo
传奇	irqi
穿墙	irql
传球	irqq
成仁取义	irqy
传染	irrj
传热	irre
传人	irrf
传入	irru
传送	irss
穿梭	irso
串通	irt_
出人头地	irtd
传统	irts
穿透	irtz
传说	iruo
传神	iruf
穿上	iruh
传世	irui
痴人说梦	irum
串烧	iruc
传输	iruu
传授	iruz
穿着	irve
传真	irvf
船长	irvh
船只	irvi
成人之美	irvm
穿着	irvo
传中	irvs
船主	irvu
船闸	irva
乘人之危	irvw
传闻	irwf
超然物外	irww
船坞	irwu
仇人相见，分外眼红	irxh
喘息	irxi
穿行	irxk
船舷	irxm
传销	irxn
穿鞋	irxp
传讯	irxy
传言	iryj
传扬	iryh
穿衣	iryi
传谣	iryc
出人意料	iryl
出人意外	iryw
出人意表	iryb
船运	iryy
船员	iryr
穿越	iryt
川藏	irzh
宠爱	isai
崇拜	isbd
抽丝剥茧	isbj
重播	isbo
虫草	iscc
冲刺	isci
差三错四	iscs
冲动	isds
涌	isdy
㳘	isde
漴	isdx
重打	isda
撑死胆大的	isdd
充当	isdh
冲淡	isdj
充电	isdm
冲掉	isdn
重叠	isdp
宠儿	iser
充分	isff
冲锋	isfg
重返	isfj
重复	isfu
冲高	isg_
崇高	isgc
冲过	isgo
重构	isgz
充公	isgs
重合	ishe
宠坏	ishk
重获	isho
虫害	ishd
重回	ishv
重婚	ishy
冲茶	isia
重重	isis
重唱	isih
充斥	isii
冲出	isiu
冲进	isjb
冲击	isji
憧憬	isjk
重建	isjm
重聚	isju
充军	isjy
冲垮	iskx
冲凉	isll
重来	isld
冲浪	islh
冲力	isli
虫卵	islr
沉思良久	islj
充满	ismj
重码	isma
重名	ismk
宠溺	isni
冲破	ispo
充沛	ispw
重庆	isqk
重启	isqi
冲入	isru
重塑	issu
充塞	isse
重孙	issy
楚虽三户，亡秦必楚	issi
冲突	istu
埫	istk
重提	isti
冲天	istm
充实	isui
冲杀	isua
重设	isue
重申	isuf
重生	isug
崇尚	isuh
充数	isuu
冲刷	isux
冲着	isve
重振	isvf
重整	isvg
充值	isvi
重装	isvl
垂死挣扎	isvv
重温	iswf
宠物	iswu
重围	isww
重新	isxb
冲洗	isxi
宠幸	isxk
冲向	isxl
重现	isxm
冲销	isxn
重写	isxp
重修	isxq
充血	isxt
重下	isxx
充裕	isyu
虫牙	isya
重演	isyj
重阳	isyh
充溢	isyi
畅所欲言	isyy
重组	isz_
虫子	iszi
充足	iszu
冲走	iszz
长痛不如短痛	itbt
丑态百出	itbi
长途跋涉	itbu
吹弹得破	itdp
吹弹可破	itkp
出头露面	itlm
彻头彻尾	itiw
丑态毕露	itbl
尘土飞扬	itfy
床头柜	itgv
传统观念	itgn
传统美德	itmd
出头鸟	itnn
垂头丧气	itsq
秤砣虽小压千斤	itsj
赤条条	ittn
赤条条来去无牵挂	ittg
传统社会	ituh
出头之日	itvr
呈堂证供	itvg
畅通无阻	itwz
传统文化	itwh
长筒靴	itxt
差太远	ityr
串通一气	ityq
长叹一声	ityu
差太远了	ityl
初步	iubu
出殡	iubb
出手不凡	iubf
出版	iubj
出兵	iubk
长生不老	iubl
储备	iubw
成事不足	iubz
成事不足，败事有余	iuby
储存	iucy
除草	iucc
出彩	iucd
储藏	iuch
初次	iuci
出错	iuco
出道	iudc
初等	iudg
触底	iudi
触电	iudm
除掉	iudn
触动	iuds
初二	iuer
抽身而去	iueq
出发	iufa
处分	iuff
厨房	iufh
触犯	iufj
出水芙蓉	iufr
除非	iufw
橱柜	iug_
初稿	iugc
出港	iugh
出格	iuge
触感	iugj
出国	iugo
出轨	iugv
除害	iuhd
出汗	iuhj
出货	iuho
出乎	iuhu
初始化	iuhx
出差	iuid
除尘	iuif
初春	iuiy
出城	iuig
出场	iuih
出产	iuij
橱窗	iuil
除虫	iuis
处处	iuiu
出丑	iuiz
出尽	iujb
初级	iuji
长时间	iujm
常胜将军	iujj
出境	iujk
崇山峻岭	iujl
触角	iujn
出借	iujp
触觉	iujt
出局	iuju
出家	iujx
出口	iukz
除开	iukd
诚实可靠	iukk
赤手空拳	iukq
触控	iuks
触手可及	iukj
处理	iuli
出来	iuld
除了	iule
储量	iull
初恋	iulm
出落	iulo
出笼	iuls
初略	iult
出路	iulu
出马	iuma
出卖	iumd
出门	iumf
出名	iumk
车水马龙	iuml
抽水马桶	iumt
出面	iumm
触摸	iumo
触目	iumu
处女	iunv
出纳	iuna
初生牛犊	iund
初生牛犊不怕虎	iunh
处男	iunj
初年	iunm
触怒	iunu
出品	iupb
出牌	iupd
触碰	iupg
触屏	iupk
超水平发挥	iuph
出去	iuqu
出勤	iuqb
初期	iuqi
出钱	iuqm
出鞘	iuqn
初秋	iuqq
除权	iuqr
除却	iuqt
承上启下	iuqx
出任	iurf
出神入化	iurh
出生入死	iurs
出双入对	iurd
出入	iuru
初赛	iusd
出色	iuse
处死	iusi
初三	iusj
处所	iuso
出头	iutz
出逃	iutc
出台	iutd
出挑	iutn
出题	iuti
初探	iutj
出庭	iutk
触痛	iuts
出土	iutu
出身	iuuf
出生	iuug
厨师	iuui
出山	iuuj
出水	iuuv
出售	iuuz
诚实守信	iuux
出招	iuvc
出诊	iuvf
出征	iuvg
处长	iuvh
处置	iuvi
出战	iuvj
初衷	iuv_
初中	iuvs
初始状态	iuvt
除外	iuwd
初吻	iuwf
触网	iuwh
储物	iuwu
出师未捷	iuwj
出席	iuxi
雏形	iuxk
初心	iuxb
初学	iuxt
储蓄	iuxu
初夏	iuxx
春生夏长	iuxv
出巡	iuxy
出于	iuy_
初夜	iuye
初一	iuyi
出演	iuyj
出院	iuyr
处于	iuyu
出游	iuyz
纯属意外	iuyw
处在	iuzd
出自	iuzi
成事在天	iuzt
出租	iuzu
出走	iuzz
城市大学	iudx
垂爱	ivai
成正比	ivbi
捶背	ivbw
垂钓	ivdn
捶打	ivda
吹灯	ivdg
沉重代价	ivdj
吹动	ivds
吹风	ivfg
吹拂	ivfu
叱咤风云	ivfy
吹干	ivgj
吹过	ivgo
差之毫厘	ivhl
长治久安	ivja
吹进	ivjb
炊具	ivju
唱主角	ivjt
吹开	ivkd
吹了	ivle
吹来	ivld
锤炼	ivlm
垂柳	ivlq
垂泪	ivlw
吹灭	ivmp
垂暮	ivmu
晨钟暮鼓	ivmg
陈芝麻烂谷子	ivmz
揣着明白装糊涂	ivmt
吹牛	ivnq
吃斋念佛	ivnf
纯真年代	ivnd
吹捧	ivpg
吹破	ivpo
沉住气	ivq_
吹气	ivqi
垂青	ivqk
重整旗鼓	ivqg
传之其人	ivqr
垂死	ivsi
吹头	ivtz
处之泰然	ivtr
捶腿	ivtv
垂体	ivti
垂首	ivuz
垂直	ivvi
吹着	ivve
池中之物	ivvw
称之为	ivw_
垂危	ivww
吃着碗里的，望着锅里的	ivwd
吃着碗里，望着锅里	ivwl
成者王侯	ivwh
成者王侯败者寇	ivwk
垂涎	ivxm
吹箫	ivxn
吹嘘	ivxu
垂下	ivxx
垂询	ivxy
出主意	ivyi
重装系统	ivxt
嗤之以鼻	ivyb
朝中有人好做官	ivyg
持之以恒	ivyh
炊烟	ivyj
穿针引线	ivyx
吹奏	ivzz
锤子	ivzi
